date,close,chg_pct,source
2025-11-17,27447.31,0.0,twse
2025-11-18,26756.12,-2.5182431356661263,twse
2025-11-19,26580.12,-0.6577934319325821,twse
2025-11-20,27426.36,3.183732804818043,twse
2025-11-21,26434.94,-3.614843530092954,twse
2025-11-24,26504.24,0.26215304441773996,twse
2025-11-25,26912.17,1.5391122326088076,twse
2025-11-26,27409.54,1.8481229867379803,twse
2025-11-27,27554.53,0.528976407484394,twse
2025-11-28,27626.48,0.2611185892120125,twse
2025-12-01,27342.53,-1.0278182381541214,twse
2025-12-02,27564.27,0.8109710403536234,twse
2025-12-03,27793.04,0.8299512375985304,twse
2025-12-04,27795.71,0.009606721682832298,twse
2025-12-05,27980.89,0.6662179163619145,twse
2025-12-08,28303.78,1.153966153328216,twse
2025-12-09,28182.6,-0.42814069357520546,twse
2025-12-10,28400.73,0.7739882054884966,twse
2025-12-11,28024.75,-1.3238392111752042,twse
2025-12-12,28198.02,0.6182749177066715,twse
2025-12-15,27866.94,-1.1741249917547463,twse
2025-12-16,27536.66,-1.1852036858011639,twse
2025-12-17,27525.17,-0.0417261933727678,twse
2025-12-18,27468.53,-0.20577529584739868,twse
2025-12-19,27696.35,0.8293854822227463,twse
2025-12-22,28149.64,1.6366416513367317,twse
2025-12-23,28310.47,0.5713394558509514,twse
2025-12-24,28371.98,0.21726944130563147,twse
2025-12-26,28556.02,0.6486681578092219,twse
2025-12-29,28810.89,0.8925263394548645,twse
2025-12-30,28707.13,-0.36014159923556127,twse
2025-12-31,28963.6,0.8934017437479732,twse
2026-01-02,29349.81,1.3334323081385007,twse
2026-01-05,30105.04,2.573202347817582,twse
2026-01-06,30576.3,1.5653857294326743,twse
2026-01-07,30435.47,-0.4605854861444913,twse
2026-01-08,30360.55,-0.24616015458280055,twse
2026-01-09,30288.96,-0.2357994173359842,twse
2026-01-12,30567.29,0.9189156709243294,twse
2026-01-13,30707.22,0.45777692428736827,twse
2026-01-14,30941.78,0.7638594441307213,twse
2026-01-15,30810.58,-0.4240221474006896,twse
2026-01-16,31408.7,1.9412812092469502,twse
2026-01-19,31639.29,0.734159643665609,twse
2026-01-20,31759.99,0.38148770089341677,twse
2026-01-21,31246.37,-1.6171919449596888,twse
2026-01-22,31746.08,1.5992577697825467,twse
2026-01-23,31961.51,0.6786034685227172,twse
2026-01-26,32064.52,0.3222939091425969,twse
2026-01-27,32317.92,0.7902815947346095,twse
2026-01-28,32803.82,1.5035002252620264,twse
2026-01-29,32536.27,-0.8156062312255075,twse
2026-01-30,32063.75,-1.4522869400825615,twse
2026-02-02,31624.03,-1.371392928150953,twse
2026-02-03,32195.36,1.806632488016239,twse
2026-02-04,32289.81,0.2933652551175099,twse
2026-02-05,31801.27,-1.5129850562762706,twse
2026-02-06,31782.92,-0.057702098060870476,twse
2026-02-09,32404.62,1.9560820717542653,twse
2026-02-10,33072.97,2.062514542679415,twse
2026-02-11,33605.71,1.6108018118723477,twse
